fecha,precipitacion_valor,temperatura_valor,nivel_agua_valor,presion_valor
2024-04-19,0,14.6,1014.5,87.11
2024-04-20,24.5,14.4,1015.3,93.31
2024-04-21,0,13.5,1015.4,95.8
2024-04-22,18.2,14.1,1016,92.69
2024-04-23,3.1,14.2,1013.1,96.51
2024-04-24,15.8,14.6,1015.6,88.67
2024-04-25,0,15.8,1013.1,96.78
2024-04-26,12,15.3,1015.5,88.6
2024-04-27,2.8,14.7,1015,90.04
2024-04-28,20.5,15.1,1014.6,92.86
2024-04-29,10.9,15.7,1015.2,94.24
2024-04-30,14.9,14.3,1013.7,91.16
2024-05-01,6.6,13.7,1013.4,84.01
2024-05-02,10.7,14.6,1015.1,82.94
2024-05-03,2.2,14,1014.7,84.48
2024-05-04,8.6,14,1015.1,86.71
2024-05-05,7.9,15.8,1013.8,85.56
2024-05-06,7.3,14.7,1013.9,84.52
2024-05-07,1.8,13.6,1014.5,84.37
2024-05-08,2.4,13.9,1014.2,82.97
2024-05-09,4.2,14.1,1014.4,87.34
2024-05-10,11.1,14.9,1016.3,82.9
2024-05-11,10.2,14,1014.9,84.85
2024-05-12,0,13.6,1015.2,82.21
2024-05-13,11.6,14.4,1014.2,77
2024-05-14,10.6,14,1015,84.3
2024-05-15,0,14.4,1014.1,82.17
2024-05-16,2.4,14,1013.6,85.89
2024-05-17,4.6,14.4,1014.1,79.63
2024-05-18,4.6,12.6,1012.8,79.7
2024-05-19,0,13.9,1015.4,87.15
2024-05-20,0,15.2,1014.3,80.35
2024-05-21,9.7,14,1015.1,83.38
2024-05-22,11.7,13.7,1015.6,81.39
2024-05-23,5.7,13.9,1015.2,83.95
2024-05-24,1,14.4,1015.8,85.41
2024-05-25,6.4,13.2,1013.3,85.29
2024-05-26,4.2,13.7,1014.9,84.77
2024-05-27,3.4,15,1014,75.61
2024-05-28,7.2,14.3,1014.7,87.98
2024-05-29,3.1,14.4,1015,87.01
2024-05-30,15.8,13.4,1013.1,84.81
2024-05-31,5.7,14,1014.4,79.06
2024-06-01,2.3,13.5,1016.2,71.32
2024-06-02,0,14.3,1014.3,78.2
2024-06-03,0.2,13.5,1014,66.74
2024-06-04,0,13.2,1013.5,65.13
2024-06-05,3.2,13.8,1014,79.35
2024-06-06,2.8,12.4,1015.3,71.36
2024-06-07,1.4,14,1014.5,72.24
2024-06-08,0,14,1014.8,67.79
2024-06-09,0.3,14.7,1013,76.93
2024-06-10,3.5,14.1,1015.1,71.46
2024-06-11,1.1,14.3,1014,64.66
2024-06-12,0,14.9,1016.6,66.57
2024-06-13,3.9,13.3,1013.7,73.75
2024-06-14,2.9,12.8,1014.8,77.57
2024-06-15,1.9,14.6,1013.6,63.64
2024-06-16,0,13.8,1014.7,73.51
2024-06-17,0,13.3,1014.5,63.79
2024-06-18,1.7,15,1014.7,69.07
2024-06-19,0.9,13.4,1015.1,67.01
2024-06-20,0.6,13.8,1015.1,79.75
2024-06-21,0,14.5,1014.8,76.76
2024-06-22,0.5,13.7,1015.1,74.69
2024-06-23,3.6,13,1013.9,67.12
2024-06-24,2,13.9,1015.2,65.99
2024-06-25,6.7,12.9,1015.4,71.16
2024-06-26,0.9,14.5,1015.6,69.64
2024-06-27,1.7,13.5,1013.5,69.63
2024-06-28,2.5,14,1013.5,72.45
2024-06-29,0,13.7,1015.2,66.78
2024-06-30,0,14.7,1015.8,62.49
2024-07-01,1.6,12.8,1013.6,80.46
2024-07-02,4.7,14.2,1013.3,71.15
2024-07-03,0.3,12.6,1015.2,71.61
2024-07-04,1.7,13.7,1014.3,70.03
2024-07-05,1,12.9,1016.3,72
2024-07-06,0,13.7,1014.4,68.61
2024-07-07,2.2,12.8,1014.5,68.97
2024-07-08,1,12.4,1014.1,65.48
2024-07-09,0,13.1,1013,71.95
2024-07-10,0.1,13.3,1014.9,77.74
2024-07-11,1.1,11.6,1014.4,65.72
2024-07-12,3.6,13,1013.4,64.06
2024-07-13,3,13.1,1015,69.62
2024-07-14,4.6,13.7,1012.5,77.83
2024-07-15,2.3,13.5,1015,71.55
2024-07-16,1.2,14.2,1016.3,70.34
2024-07-17,0,13.2,1012.6,69.21
2024-07-18,3.3,13.2,1014.6,63.37
2024-07-19,0,13.6,1015.6,66.01
2024-07-20,1.5,13,1016.1,73.93
2024-07-21,0.9,12.8,1014.4,76.04
2024-07-22,2.3,11.9,1015.3,76.46
2024-07-23,0,12.9,1015.9,67.21
2024-07-24,3.9,12.9,1014.8,73.19
2024-07-25,3.8,13.7,1015.2,76.73
2024-07-26,3,13.1,1014.7,80.47
2024-07-27,2.1,13,1014.1,77.93
2024-07-28,0,14.4,1013.9,64.92
2024-07-29,0.4,14.2,1015.2,67.79
2024-07-30,5,12,1015.8,75.51
2024-07-31,4.2,12.4,1015.3,76.5
2024-08-01,3.7,13.3,1015.1,61.61
2024-08-02,0,12.7,1014.6,68.43
2024-08-03,0.5,12.6,1014.2,75.16
2024-08-04,0,12.6,1013.6,76.5
2024-08-05,4,12.6,1014.2,66.73
2024-08-06,4.7,14.2,1014.5,62.68
2024-08-07,0,13,1014.4,72.13
2024-08-08,2.8,12.7,1015.4,73.11
2024-08-09,2.7,12.7,1013.2,67.55
2024-08-10,3.9,13.4,1016.4,75.96
2024-08-11,4.9,13,1013.5,67.07
2024-08-12,0.7,13.6,1014.5,68.79
2024-08-13,0.8,13.5,1014.3,71.41
2024-08-14,0.8,13.8,1015.2,86.11
2024-08-15,0,12.9,1014.5,68.41
2024-08-16,3.3,13.2,1015.7,80.69
2024-08-17,2.6,13.5,1012.8,69.86
2024-08-18,0.6,13.1,1014.7,76.1
2024-08-19,0,13.1,1013.9,77.35
2024-08-20,4.8,14.4,1014.7,73.78
2024-08-21,3.4,13.2,1014.3,71.1
2024-08-22,1.1,13.3,1015.5,75.04
2024-08-23,0.2,13.3,1014.5,62.44
2024-08-24,1.6,11.9,1015.1,62.06
2024-08-25,0,13.5,1015.3,72.13
2024-08-26,0,13.7,1014.5,73.54
2024-08-27,1.1,15.3,1016,77.82
2024-08-28,0,13.4,1013.4,67.65
2024-08-29,0,13,1015.1,73.76
2024-08-30,0.8,13.8,1015.5,70.99
2024-08-31,1.9,13,1014,56.67
2024-09-01,8.1,13.5,1015.2,77.99
2024-09-02,0.7,12.5,1014,69.08
2024-09-03,0,13.7,1015.1,71.3
2024-09-04,1.3,13.2,1013.8,73.88
2024-09-05,1.2,11.9,1013.6,70.44
2024-09-06,12.9,13.4,1014.3,73.11
2024-09-07,5.3,15.3,1014,71.86
2024-09-08,5.8,14,1015.8,75.74
2024-09-09,0.5,12.8,1014.4,71.38
2024-09-10,3.6,13.5,1014.7,78.44
2024-09-11,12.4,13.5,1014.9,66.4
2024-09-12,2.6,14.2,1015.7,73.88
2024-09-13,0,12.9,1014.4,70.86
2024-09-14,1.2,13.8,1014.3,64.75
2024-09-15,2.1,13.1,1015.2,69.5
2024-09-16,0,13.6,1014.4,62.78
2024-09-17,0,13.7,1012.7,72.09
2024-09-18,0,13.4,1014.6,62.76
2024-09-19,11.1,12.8,1013.3,63.24
2024-09-20,0,13.7,1014.6,79.18
2024-09-21,3.6,12.5,1014.6,63.57
2024-09-22,4.9,13.2,1014.9,72.55
2024-09-23,6.2,12.9,1014.8,70.49
2024-09-24,3.9,13.3,1015.7,64.6
2024-09-25,14,13.6,1014.9,68.13
2024-09-26,2.4,13,1014.5,70.34
2024-09-27,7.1,13.6,1014,74.95
2024-09-28,12.2,12.4,1014.4,80.87
2024-09-29,9.4,13.7,1014.2,69.04
2024-09-30,4,14.7,1013.2,77.87
2024-10-01,10.2,13.3,1014.7,86.8
2024-10-02,24.5,13,1014,96.44
2024-10-03,0,14.8,1015.3,87.09
2024-10-04,12.2,13.8,1014.2,96.33
2024-10-05,0,13.1,1013.1,95.31
2024-10-06,1.2,13.4,1012.4,88.07
2024-10-07,27.8,14,1014.5,96.73
2024-10-08,26,13.4,1014.7,96.04
2024-10-09,6.4,13.3,1015,85.99
2024-10-10,22.5,12.8,1013.5,96.39
2024-10-11,23.1,12.7,1014.1,80.65
2024-10-12,11.9,13.8,1012.8,86.74
2024-10-13,8.3,14.6,1014.4,84.38
2024-10-14,7.4,12.8,1013.6,91.59
2024-10-15,4.8,12.3,1014.1,84.55
2024-10-16,3.6,14.5,1014.7,93.31
2024-10-17,12.7,13.9,1014.4,88.62
2024-10-18,27.9,14.2,1014.3,87.61
2024-10-19,22.5,14.5,1014.5,89.18
2024-10-20,21.4,13.4,1016.1,87.63
2024-10-21,10.5,14.6,1015.1,96.84
2024-10-22,8.2,13.6,1016.6,90.28
2024-10-23,11.8,13.3,1014.5,85.15
2024-10-24,2.2,14.7,1014.6,89.76
2024-10-25,17.1,14.1,1013.8,98.95
2024-10-26,0.9,13.3,1015.3,87.95
2024-10-27,23,13.3,1014.4,83.89
2024-10-28,12.2,12.7,1013.9,90.61
2024-10-29,16,13.8,1014.6,94.61
2024-10-30,14.1,14.2,1014.4,91.56
2024-10-31,18.2,11.5,1013.8,88.45
2024-11-01,12.8,14.7,1014.2,88.3
2024-11-02,14.4,12.3,1014.4,88.51
2024-11-03,0,13.8,1014.3,94.44
2024-11-04,21.7,13.2,1016.1,99.62
2024-11-05,17.1,12.9,1014.3,88.28
2024-11-06,7.2,12.9,1014.1,94.76
2024-11-07,16.6,12.7,1015.2,96.1
2024-11-08,5,13.4,1014,88.47
2024-11-09,15.2,14.5,1014.4,94.22
2024-11-10,23.9,13.9,1014.5,93.78
2024-11-11,16.1,12.6,1013.4,97.66
2024-11-12,0,14,1013,97.31
2024-11-13,0,14,1014.2,91.03
2024-11-14,6.9,14,1014.9,95.9
2024-11-15,0,13,1013.7,85.26
2024-11-16,12,13.2,1013.4,90.16
2024-11-17,26.5,12.9,1012.4,97.53
2024-11-18,2.3,13.7,1015,97.89
2024-11-19,16.4,13.3,1014.5,92.87
2024-11-20,13.8,14,1015.3,88.32
2024-11-21,0,13.5,1012.7,93.21
2024-11-22,0,12.9,1014.3,89.93
2024-11-23,15.4,13.1,1014.8,99.04
2024-11-24,13.2,13.8,1014.2,85.04
2024-11-25,6.6,13,1013.6,89.54
2024-11-26,4.3,14.1,1013.6,87.63
2024-11-27,4.6,14.8,1015.4,93.22
2024-11-28,0,15,1015.2,85.82
2024-11-29,13.1,13.8,1014.4,88.51
2024-11-30,15.9,13.8,1014.8,83.65
2024-12-01,12.2,13.9,1013.6,80.66
2024-12-02,3.1,13.4,1013,83.48
2024-12-03,9.3,14,1014.7,83.17
2024-12-04,11.9,12.5,1013.4,79.19
2024-12-05,7.6,13.6,1013.5,82.3
2024-12-06,4.2,13.1,1015,90.58
2024-12-07,4,12.1,1013.4,80.25
2024-12-08,3.3,14.3,1013.7,79.96
2024-12-09,12.4,14,1013.4,84.91
2024-12-10,2.8,14.1,1013.9,82.45
2024-12-11,5.4,12.8,1013.7,85.46
2024-12-12,7.5,13,1014.2,83.01
2024-12-13,0.6,12.6,1014.8,85.45
2024-12-14,0,13.7,1015.2,85.31
2024-12-15,7.2,13,1014.7,82.6
2024-12-16,6.9,13.3,1014.5,81.79
2024-12-17,1.6,12.1,1016,85.95
2024-12-18,0,14.5,1014.4,82.96
2024-12-19,0,13.9,1015.6,83.57
2024-12-20,0.9,12.9,1013.5,80.12
2024-12-21,15.5,13.8,1014.2,83.85
2024-12-22,5.6,13,1013.3,78.43
2024-12-23,0,13.6,1013.1,79.98
2024-12-24,14.5,13.6,1016.2,89.02
2024-12-25,1.2,12.8,1015.7,79.78
2024-12-26,9,13.6,1015,86.3
2024-12-27,0.3,13.5,1013.9,86.11
2024-12-28,0.7,14.3,1013.4,84.8
2024-12-29,3.2,13.6,1013.3,85.02
2024-12-30,7.7,14.1,1014.4,88.58
2024-12-31,3.1,14.2,1015,83.18
2025-01-01,4,14.4,1015.3,86.34
2025-01-02,0,13.8,1014.4,85.2
2025-01-03,0,13.4,1015.2,74.73
2025-01-04,6.1,13,1016.1,86.45
2025-01-05,4.7,12.8,1013.4,79.78
2025-01-06,3.7,13.8,1013.2,85.79
2025-01-07,5.7,13.5,1015.8,84.81
2025-01-08,0.5,14.1,1015.3,84.21
2025-01-09,9.4,15.6,1013.3,81.66
2025-01-10,17.6,14.4,1014,87.52
2025-01-11,5.8,14.2,1014.6,82.9
2025-01-12,6.3,12.8,1014.5,88.52
2025-01-13,12.7,13.4,1014.4,83.06
2025-01-14,2.4,14.7,1016.1,73.42
2025-01-15,12.4,12.8,1014.4,83.28
2025-01-16,6.1,13.7,1014.7,85.72
2025-01-17,5.7,13.6,1014.9,79.82
2025-01-18,9.9,15.3,1014.8,79.6
2025-01-19,7.8,12.7,1014.6,89.33
2025-01-20,0.4,12.4,1014.4,83.48
2025-01-21,0,13.7,1015.8,80.26
2025-01-22,14.5,13.7,1014.5,86.81
2025-01-23,2,13.3,1014.5,82.62
2025-01-24,5.3,13.5,1014.3,83.6
2025-01-25,4.5,12.8,1013.7,84.19
2025-01-26,7.5,14.2,1014,79.46
2025-01-27,3.1,13.2,1014.6,87.93
2025-01-28,9.7,13.4,1014.4,81.66
2025-01-29,6.6,12.9,1014.9,87.91
2025-01-30,10.8,13.4,1014.7,84.03
2025-01-31,0,14.1,1015.1,80.86
2025-02-01,4,13.8,1015,80.54
2025-02-02,0,13.7,1016.2,86.01
2025-02-03,8.7,12.9,1015.2,78.87
2025-02-04,1.3,13.1,1014.8,78.13
2025-02-05,6.8,13,1014.7,83.95
2025-02-06,7.6,14.6,1013.6,84.52
2025-02-07,10.1,13.7,1014.7,85.99
2025-02-08,0,14,1015.3,80.12
2025-02-09,0.4,14.5,1013.1,82.09
2025-02-10,8.9,13.2,1014.5,81.16
2025-02-11,7,12.6,1015.1,79.89
2025-02-12,10.1,13.7,1014.7,84.32
2025-02-13,2.4,12.9,1014.8,89.02
2025-02-14,5.6,14.3,1012.8,84.71
2025-02-15,5,13.3,1015.6,85.95
2025-02-16,6.9,13.9,1014.8,80.17
2025-02-17,10.5,14.4,1013.9,82.65
2025-02-18,7.4,12.9,1013.9,88.14
2025-02-19,2.6,13.5,1013.8,80.33
2025-02-20,0.3,13.4,1015.5,89.53
2025-02-21,12.5,13.6,1016.1,83.89
2025-02-22,6.1,14,1015.7,82.44
2025-02-23,6.4,14.4,1014.4,84.97
2025-02-24,5.9,13.6,1015,82.13
2025-02-25,2.1,13.4,1015.1,82.61
2025-02-26,4.6,14.3,1014.6,82.49
2025-02-27,9.9,13.3,1014,82.35
2025-02-28,8,14,1014.9,82.26
2025-03-01,22.1,14.3,1012.8,93.46
2025-03-02,5.3,14.9,1013.9,84.59
2025-03-03,15.5,14.2,1014.7,86.99
2025-03-04,3.1,14,1014.8,97.02
2025-03-05,11.8,14.2,1015.1,88.8
2025-03-06,2.6,14.5,1014.8,92.22
2025-03-07,17.3,13.7,1013.8,90.95
2025-03-08,11.4,15.1,1014.1,90.19
2025-03-09,13.7,14.6,1014.4,89.18
2025-03-10,26.4,13.8,1013.4,94.19
2025-03-11,14.9,13.2,1013.5,95.89
2025-03-12,28.3,13.9,1013.1,89.43
2025-03-13,20.9,14.2,1013.6,96.42
2025-03-14,21.4,14.8,1014.9,89.27
2025-03-15,3.1,14.7,1015.1,101.97
2025-03-16,25,13.7,1015.9,90.61
2025-03-17,0,13.8,1012.7,90.11
2025-03-18,17.6,14.7,1014,95.81
2025-03-19,35.4,13.9,1015,92.82
2025-03-20,0.2,14.9,1013.9,88.5
2025-03-21,20.2,15,1013.8,87.55
2025-03-22,19.4,13.4,1014.9,84.76
2025-03-23,3.1,14,1014.9,92.84
2025-03-24,1.8,14.1,1014.3,85.26
2025-03-25,19.1,15,1015,89.52
2025-03-26,1.5,13.9,1015.2,83.28
2025-03-27,3.3,13.2,1015.5,99.57
2025-03-28,17.5,13.6,1015.5,92.3
2025-03-29,30.1,14.7,1015.4,90.73
2025-03-30,1.2,13.8,1014.5,94.85
2025-03-31,3.8,14.5,1014.5,99.04
2025-04-01,23.5,15.2,1014.7,92.91
2025-04-02,6.1,14.3,1014,88.08
2025-04-03,21.5,14.9,1013.9,94.68
2025-04-04,24.4,14.7,1014.7,86.93
2025-04-05,12.1,14,1014.6,93.05
2025-04-06,23,14.5,1014,93.24
2025-04-07,16.5,16,1013.6,91.24
2025-04-08,28,13.7,1015.7,95.96
2025-04-09,0,14.8,1015.4,88.88
2025-04-10,40,14.3,1014.2,94.42
2025-04-11,3.1,14.8,1015.7,89.23
2025-04-12,18.4,14.3,1014.3,98.59
2025-04-13,0,15.4,1015.1,90.5
2025-04-14,32.9,12.8,1014.7,93.97
2025-04-15,16.8,16.3,1016.4,85.42
2025-04-16,18.6,14.5,1012.7,93.87
2025-04-17,25.7,14.4,1013.3,91.17
2025-04-18,3.1,13.2,1014.9,93.07
2025-04-19,20.7,13.9,1014.5,86.65
2025-04-20,19.4,14.3,1015.5,88.57
2025-04-21,3.6,14.3,1013.6,85.29
2025-04-22,4.9,15.5,1013.9,97.67
2025-04-23,22.2,14.1,1015.1,94.43
2025-04-24,3.3,15.2,1014.9,93.86
2025-04-25,9.8,14.2,1015.5,89.55
2025-04-26,22.5,15.3,1015.1,93.66
2025-04-27,18.9,14.5,1014.3,92.87
2025-04-28,6.8,14.7,1013.3,90.08
2025-04-29,22.9,13.9,1012.7,93.92
2025-04-30,9.2,13.4,1013.4,83.62
2025-05-01,3.2,13.9,1013.1,84.66
2025-05-02,1.3,14.1,1014.7,86.83
2025-05-03,3.7,13.3,1015.4,83.71
2025-05-04,11.1,12.8,1015.2,78.82
2025-05-05,7.4,14.7,1013,81.62
2025-05-06,5.6,14.7,1013.8,79.47
2025-05-07,3.2,14.1,1014.9,84.85
2025-05-08,0,13.5,1015,82.26
2025-05-09,12.4,13.5,1013.7,82.05
2025-05-10,3.4,14.1,1014.2,84.97
2025-05-11,9,14.5,1013.2,83.52
2025-05-12,7.8,14.2,1013.9,83.41
2025-05-13,11.3,14.4,1014.4,82.68
2025-05-14,0,13.3,1014.3,81.93
2025-05-15,5.4,13.3,1014.4,84.67
2025-05-16,0,13.8,1014.5,84.05
2025-05-17,10.3,13.9,1014.4,84.55
2025-05-18,5.1,14.2,1013.8,80.09
2025-05-19,7.2,12.7,1013.7,82.43
2025-05-20,2.4,14,1014.4,83.73
2025-05-21,7.9,15.1,1015.9,78.02
2025-05-22,9.9,13.8,1014.5,80.63
2025-05-23,1.3,12.9,1014.2,81.94
2025-05-24,8.8,14.1,1013.9,89.4
2025-05-25,4.8,14.1,1013.9,85.45
2025-05-26,12.3,14.1,1015.4,83.85
2025-05-27,6.6,15.2,1014.6,84.96
2025-05-28,1.7,13.5,1013.6,84.82
2025-05-29,4.4,15,1014.4,85.19
2025-05-30,5.3,13.8,1013.2,82.32
2025-05-31,7.6,14,1014.6,89.16
2025-06-01,0,13.3,1015.2,69.12
2025-06-02,3.9,14.4,1014.4,70.93
2025-06-03,5.9,13.3,1013.4,72.37
2025-06-04,0,12.5,1014.4,67.06
2025-06-05,2,14.4,1014.5,72.29
2025-06-06,1.8,13.7,1014.4,70.42
2025-06-07,1.6,14.2,1014.6,74.23
2025-06-08,2.4,14.2,1015.3,76.33
2025-06-09,0.4,13.7,1014.2,65.98
2025-06-10,1.9,15.2,1014.7,72.06
2025-06-11,0,12.8,1014.2,69.62
2025-06-12,3.1,13.8,1015.3,73.01
2025-06-13,2.6,12.8,1016.6,76.53
2025-06-14,6.4,14.3,1013.5,70.7
2025-06-15,2.3,13.4,1014.8,80.6
2025-06-16,0,14.4,1015.3,75.2
2025-06-17,5.2,12.8,1015.1,64.17
2025-06-18,1.1,13.3,1014.7,67.52
2025-06-19,1.2,15.1,1015.2,83.99
2025-06-20,3.5,14,1015.3,75.37
2025-06-21,0,13.5,1015.5,74.58
2025-06-22,1.1,13.1,1015.1,76.03
2025-06-23,2.3,15,1014.2,79.84
2025-06-24,2.8,13.6,1013.2,68.87
2025-06-25,0.9,12.9,1014.2,66.99
2025-06-26,4.6,14.2,1013.5,70.79
2025-06-27,0,13.3,1014.8,78.58
2025-06-28,0.9,14.7,1013.6,70.99
2025-06-29,2,13.1,1016.7,59.69
2025-06-30,5.9,13.3,1014.4,77.02
2025-07-01,2,12.2,1014.5,72.48
2025-07-02,1.7,14,1014.6,75.12
2025-07-03,0,11.7,1015.8,78.81
2025-07-04,1.5,13,1016.5,72.43
2025-07-05,0.2,11.9,1014.2,64.04
2025-07-06,0,12.7,1014.3,78.81
2025-07-07,1.5,13.7,1014.1,68.49
2025-07-08,3,13.4,1015.2,67.08
2025-07-09,1.6,14.3,1014.9,71.29
2025-07-10,3.6,12.1,1016.1,75.11
2025-07-11,1.8,12.8,1015.6,72.15
2025-07-12,0,12.7,1013.5,68.55
2025-07-13,0.7,12.6,1014.5,66
2025-07-14,0,13.9,1015.1,70.54
2025-07-15,0,14.2,1014.4,69.17
2025-07-16,3.7,13.1,1014.2,74.98
2025-07-17,2.3,14.2,1013.9,73.16
2025-07-18,2.1,13.5,1014.8,82.86
2025-07-19,0,12.7,1014.3,72.65
2025-07-20,0.2,13.9,1015.4,76.86
2025-07-21,4.3,13.6,1016.2,68.32
2025-07-22,4.6,14.7,1015.2,73.48
2025-07-23,2.9,14.5,1014.2,71.83
2025-07-24,0,12.4,1013.7,67.54
2025-07-25,0,12.1,1015.2,72.09
2025-07-26,0.4,13.7,1013.8,75.2
2025-07-27,0,13.4,1015.2,70.05
2025-07-28,0.4,13.2,1013.7,67.39
